section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747888665967,771.331,560.641,1.0,1,,-3.638998566741789,2.3643376900018906
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747894986967,764.833,547.701,1.0,1,,-4.060742047427003,3.1996271965353213
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747898185967,787.865,563.943,1.0,1,,-2.5700009025395953,2.151846628180035
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747904393967,769.3,556.957,1.0,1,,-3.7707251892301525,2.602207259344887
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747907629967,793.395,552.148,1.0,1,,-2.213288247809039,2.914412682837788
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747913697967,802.713,573.515,1.0,1,,-1.6097254467243964,1.5336706259512032
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747920754967,796.693,560.245,1.0,1,,-1.9995261607792898,2.3912505528319263
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747923672967,811.142,574.883,1.0,1,,-1.0648250100854677,1.4453469864464197
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747929373967,811.502,556.24,1.0,1,,-1.0420158351102426,2.6505529862489725
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747939175967,825.428,566.396,1.0,1,,-0.14126029881537583,1.9941506329267948
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747939434967,829.115,563.577,1.0,1,,0.0971997885538659,2.176488594081494
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747944976967,811.055,552.803,1.0,1,,-1.0709954360235645,2.8727282495906166
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747948272967,794.769,553.44,1.0,1,,-2.124316265103635,2.830952359500437
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747954417967,798.438,562.051,1.0,1,,-1.886567057516245,2.2745452190224666
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747960605967,805.881,565.709,1.0,1,,-1.4052112478961432,2.0382994941291863
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747963750967,821.847,572.264,1.0,1,,-0.37276592141062925,1.6147952660997638
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747970067967,799.081,583.85,1.0,1,,-1.8442163572855024,0.865573261851312
71cb6c6a-927f-462e-ba70-a0ceaa885e3b,8097783b-e684-476c-8b4d-3b1cf647ff75,1703060747974016967,843.852,574.306,1.0,1,,1.0499727008794868,1.48278226376142
