gazeX,gazeY
414.0699,183.4589
412.0958,175.1157
414.1626,173.021
412.662,179.7915
416.2711,183.0781
419.3005,174.6084
413.6927,182.148
416.0025,181.6527
415.9951,184.1992
415.3358,178.3854
412.3707,180.9457
418.9206,169.0725
413.4926,184.2414
408.7239,196.1342
396.9627,230.4778
382.9435,260.5059
368.9882,305.6028
367.738,335.1171
373.8288,353.2016
378.2208,368.4407
384.4451,371.5869
383.7026,351.9069
386.7462,345.1518
386.5809,338.8371
387.1525,340.1577
386.7146,346.0473
381.3908,354.4508
381.7504,356.3806
387.9016,357.6318
387.8847,356.7269
385.6839,353.0319
386.2383,355.6401
379.1377,356.4458
381.2485,350.0726
379.865,349.6968
387.396,356.2531
386.9015,361.2967
380.985,359.6219
389.7546,357.457
382.01,349.7935
379.3952,356.7962
382.7313,357.7683
381.3045,363.1299
378.5602,354.487
382.1523,356.5506
379.9387,353.2087
381.2665,358.6506
381.4335,363.314
384.0459,353.1956
381.9325,358.0509
382.2706,354.7005
381.4315,366.8594
381.5354,355.7896
385.5713,361.2388
382.5163,357.6544
382.687,360.1024
383.4265,360.2535
385.7916,361.6763
383.8706,358.6699
380.5855,361.4411
386.0587,356.5114
379.0181,358.1987
382.4552,359.3042
381.206,362.1964
382.0058,358.4231
382.949,353.0106
383.9514,364.7994
383.1784,361.9416
379.8364,360.9601
381.5482,362.3665
381.7836,360.8923
383.4596,369.9415
385.9801,355.3221
380.6404,351.28
382.5358,360.1102
382.7044,365.3064
383.5135,362.0358
382.2423,355.6936
386.3869,354.2525
382.5085,355.5513
387.6573,365.0109
381.5344,357.8116
384.9599,357.634
384.2729,351.2137
383.1242,357.4874
379.8033,353.4415
382.0269,361.3268
381.9656,361.71
375.9361,346.7437
380.9681,353.7673
379.2097,355.8871
383.7636,355.5864
380.8432,348.1844
384.3104,351.7283
377.6215,359.3841
378.8128,353.999
384.0252,355.9625
385.0155,370.6214
383.5151,366.767
385.7455,367.313
378.7935,362.2568
384.8317,357.93
384.7493,366.9013
378.4095,364.8943
384.8167,364.1144
382.68,361.2512
387.1822,372.737
381.5707,365.3569
382.5662,359.3306
376.792,367.5253
373.2523,356.236
366.9665,368.2878
362.8896,360.2138
365.7269,355.9607
369.8775,364.0496
369.4744,362.4174
368.031,354.5392
371.578,364.9876
372.205,365.9157
367.8249,361.5954
372.8387,361.7593
370.2777,360.8197
367.9106,360.2225
364.2649,355.0242
370.9337,362.3998
370.4249,357.5639
365.697,359.3764
367.4677,363.3221
371.6173,354.1015
373.9396,354.0842
369.7039,354.2747
370.5401,361.441
369.2971,357.4539
366.3798,360.6688
370.7155,366.7343
368.6226,359.0492
371.754,357.5944
367.5864,365.2632
365.8088,353.3003
367.5129,354.5891
369.1798,354.737
368.9411,352.6674
363.8906,357.101
365.1032,364.8982
368.2051,357.9098
368.5519,355.6914
365.6565,350.8988
366.7965,353.6376
369.2647,356.0315
372.1056,359.3596
371.7312,365.5903
367.5164,357.2096
371.7007,365.1985
366.7549,348.0896
370.36,354.7654
368.558,343.1636
368.6306,359.872
372.6276,361.0876
366.1364,361.624
369.5493,361.1589
370.4234,365.6119
369.5122,355.5321
366.3515,351.3412
369.7599,353.7151
367.8429,366.0096
367.7723,359.1357
366.1792,351.2879
370.4048,357.5114
371.228,362.9966
367.8428,345.5378
365.0686,363.2286
368.2524,366.8537
368.4986,361.5414
367.495,352.1921
369.1492,352.1755
371.7984,364.7972
366.7717,357.7298
365.9844,348.4583
370.7345,350.9118
372.6244,363.3216
374.1199,365.2641
366.1235,351.792
368.8869,357.3214
365.5492,354.6894
367.712,346.1579
372.5793,352.521
368.9276,367.6903
370.0298,356.3184
368.139,354.2182
373.2669,362.6705
370.6703,362.3106
372.3069,365.0226
366.3801,366.3894
373.6171,362.0127
369.2131,362.6359
370.8394,356.7851
372.6587,354.7501
372.1087,359.4465
369.4352,366.5492
372.3426,358.0568
369.0643,359.6817
372.6526,367.6677
369.2201,363.3777
371.4154,362.2986
373.853,367.8052
373.4734,358.944
371.6102,365.5952
368.5065,357.9985
370.2542,351.1974
372.1348,363.6744
368.4144,365.4196
370.8566,360.6814
372.1764,366.4266
370.8314,364.7654
377.5556,360.8656
373.1569,363.8205
375.2601,361.6031
375.4717,362.3547
372.1639,358.9725
371.3186,365.6507
372.1838,368.3923
371.9533,359.1905
372.0531,354.4313
369.63,358.2498
371.3123,366.136
372.2421,368.6918
374.6956,365.2264
369.6654,351.3297
373.1762,356.6738
371.7403,362.4374
371.972,354.8298
369.1589,364.7425
374.308,366.3063
371.6492,359.8059
370.923,362.6146
372.3062,369.931
375.0902,355.646
371.6238,367.9123
371.3541,359.5103
371.5152,367.6972
369.2577,362.9896
371.2764,364.5655
367.9749,362.378
365.7656,359.4769
369.0313,367.4787
374.428,366.4759
370.9743,357.7252
371.2232,359.9023
369.7245,360.5365
369.8419,354.5992
368.0584,362.4542
368.2069,359.4569
369.401,367.8706
369.8027,365.4267
373.0561,365.9263
366.0773,362.0062
372.4852,356.8107
372.2443,358.0859
365.4291,361.1119
368.9508,356.6523
374.1364,372.0395
371.0798,364.7685
372.7869,363.9688
373.1209,362.6814
372.1156,363.5307
373.825,364.4567
373.3814,363.0602
369.5107,359.7817
375.1558,369.3533
373.4834,364.6961
370.7922,366.5092
373.4293,360.9694
364.7377,360.5705
370.2858,363.6969
370.0384,355.5221
367.1647,362.358
372.0987,368.0167
372.3349,366.0127
369.4284,360.5152
371.2455,364.1466
371.5866,364.6754
369.4894,354.9995
372.1366,364.5616
374.1285,369.5826
367.9822,355.0668
366.0934,357.6069
368.8121,353.6801
366.3156,354.5091
370.7397,353.721
369.4451,365.7054
367.8841,363.4678
372.9885,357.6089
370.4363,360.6072
365.2525,362.88
373.5526,359.7476
370.1146,368.0863
371.8744,373.2721
372.1258,360.4647
369.5251,350.4051
369.6216,362.0194
369.6419,355.2552
369.3958,360.0131
369.7108,359.2846
367.8134,354.253
370.4519,354.7965
370.8442,362.3823
365.7075,352.7733
373.678,370.0137
366.118,355.9822
369.6525,349.5654
366.19,357.5477
366.7278,355.3912
365.5288,356.6745
371.4848,363.1739
366.5418,356.4937
367.6588,361.059
369.0471,361.8269
368.0899,364.6158
365.6268,362.3846
366.0012,353.0784
364.8002,358.0244
366.3128,359.9509
369.7654,362.1576
370.2327,355.712
366.8283,349.2646
372.1029,360.4456
371.7761,360.2641
370.4783,364.7205
368.9072,359.0814
369.7789,359.1346
366.4316,356.1263
371.88,363.3596
371.6353,356.8748
369.4048,358.0528
365.7092,364.2943
370.0156,362.9633
367.2978,361.7048
365.5609,360.8124
373.3192,360.1376
367.7193,362.7157
370.0036,359.7748
365.0938,363.6102
374.472,363.0356
371.835,359.9151
373.4669,359.8941
371.463,351.9361
371.3454,355.4955
373.8958,354.278
366.7584,358.6248
371.1027,368.1219
371.0464,362.9515
370.154,356.2016
368.0305,360.3294
366.9251,360.5544
373.744,373.4347
367.21,365.0056
369.3527,365.3415
371.1628,368.1198
366.7657,366.3964
368.5551,367.9038
368.6873,370.4034
368.093,363.2756
371.3035,375.6694
391.3268,360.8625
418.7229,371.5242
456.1968,375.7646
500.7885,373.7995
527.6529,383.4132
558.7882,363.4645
590.6046,365.0597
618.7863,365.0776
642.8324,367.2012
645.7914,368.0088
648.8812,369.923
642.433,368.6974
632.5885,362.3174
635.455,369.5312
637.8236,373.1083
642.5513,366.1711
642.6101,363.3772
649.3817,373.209
643.737,362.4439
647.3265,362.8963
647.0222,369.6315
649.0618,351.0897
639.8868,351.1617
645.3908,354.1189
647.5325,353.2108
647.7087,363.2547
644.0948,359.4459
644.8374,360.9161
646.0026,350.8471
641.5717,372.9275
648.2679,354.4586
645.9491,360.0808
648.5139,359.9962
647.4482,367.1819
643.9603,343.9739
648.2859,355.7019
649.6854,350.0297
649.9922,356.3983
649.8304,361.1551
649.3525,360.0302
648.941,355.5942
650.2577,349.9268
648.4262,363.5876
648.1218,360.2665
651.6664,382.7591
656.1092,366.4339
649.1129,356.7585
648.8066,356.7975
650.6549,350.6446
652.4626,371.6147
649.7368,357.3116
652.8227,355.5653
650.5018,350.9902
650.6853,354.3485
651.1202,350.0308
653.6677,350.5013
647.9076,352.4691
650.3109,362.742
652.6061,362.6245
655.3885,348.551
651.2082,350.5468
650.514,363.7495
651.7558,364.2516
650.8467,347.7883
647.2113,364.122
651.5342,363.2895
655.1193,363.1073
653.4469,344.5081
663.6079,381.2787
664.6256,345.4274
680.406,347.8949
684.5774,348.3666
684.1517,347.9336
681.54,357.9091
678.1789,343.1592
676.4551,337.598
681.4837,332.8049
677.1979,353.7545
679.7551,335.0564
678.9081,348.0035
678.4211,350.8964
678.9425,340.4627
678.4931,344.688
677.9793,355.1302
680.5284,353.4799
676.8604,338.6158
677.1223,355.6193
679.5748,336.416
675.3644,355.3673
679.0163,346.9631
676.4371,340.602
679.2243,334.1304
683.1712,362.4518
679.405,338.8219
684.221,353.3449
683.4611,342.4561
676.5823,335.0524
679.611,366.5222
681.9834,346.6357
681.0636,352.9425
675.9261,348.2075
679.3917,353.9505
678.8718,354.1182
682.1204,350.4006
682.4335,353.7933
682.7547,355.7175
683.4018,368.8196
684.9133,362.5977
685.1451,356.4173
683.3288,337.216
685.1861,355.963
681.4648,347.1224
681.8397,347.1513
680.672,348.9775
684.936,336.9083
681.4259,342.1462
682.2175,344.9236
681.1819,338.322
684.4431,339.754
679.2266,341.7628
679.127,352.5343
682.1864,345.0912
680.8785,352.5025
682.5893,349.1507
678.7977,347.8963
679.2798,367.5343
680.5631,358.278
681.4848,357.7453
684.4337,349.5324
677.7784,347.7242
682.0088,366.0117
684.0893,347.5857
684.0519,365.2883
684.6368,353.7234
680.4201,347.0176
679.0068,372.0307
679.4391,355.5526
679.2424,349.4
680.1178,354.8237
680.2076,359.9752
677.6888,347.0294
679.7223,340.0308
680.2098,352.6814
680.4911,349.2096
681.4447,361.0297
674.8157,367.4048
680.6358,351.3373
678.5125,347.5301
680.0335,354.5661
684.9859,367.0967
686.8333,355.0253
682.5233,348.1756
685.2757,347.0059
686.8608,346.6134
683.32,357.465
682.0786,331.9706
681.5437,345.0415
683.4533,347.626
679.8453,350.1714
686.3158,349.0789
687.4977,350.7424
686.2329,339.3314
687.463,354.6733
682.1531,333.4812
680.2549,350.0182
680.9684,351.9295
680.3579,348.7428
682.896,347.375
685.6782,354.3426
684.4633,366.0659
685.9506,359.9607
684.2677,348.7811
684.1179,370.2971
687.3549,356.9943
680.6259,341.1861
681.5793,356.2339
681.7634,363.8013
674.9041,342.3928
662.7552,360.9583
659.4266,345.0354
658.1568,359.5076
661.3483,333.8432
665.7593,364.1592
664.6423,328.2404
668.6651,359.6169
666.3254,347.8672
663.5083,359.4539
669.0686,358.6662
665.633,355.8281
663.1719,359.4982
664.0815,343.2816
665.4968,356.6036
663.0728,357.646
666.665,366.0206
666.6266,360.5608
665.3032,365.3846
669.2283,361.5869
663.7975,343.3465
662.7567,347.903
665.7162,373.0797
667.8263,339.3951
662.9239,342.6142
665.5872,339.3235
667.4146,352.0701
669.57,362.1185
668.0307,350.1277
666.6315,355.0092
667.7022,364.6783
669.1629,359.0632
672.0467,381.1718
664.4367,354.5633
667.7415,341.4535
670.1468,369.1284
671.961,368.8517
667.757,367.1182
669.6145,372.6379
670.5614,360.3283
670.5228,375.2058
670.0924,365.9764
667.5512,364.4953
667.7736,376.1508
662.1874,351.4209
667.3281,382.2758
666.706,353.2645
665.9376,370.6123
664.7716,353.8694
665.1533,366.2275
667.7971,358.8015
668.2013,374.7961
669.1333,368.4064
667.4049,364.5826
661.0466,355.7477
665.9508,357.5213
665.5848,373.7132
667.2757,339.0848
662.418,364.6547
667.6508,371.128
661.2591,341.4571
664.6198,362.3165
666.3168,371.3618
664.8813,375.3632
660.7338,330.2031
665.1492,350.1856
666.9806,352.8772
662.0532,354.4022
664.5895,351.2147
664.1923,346.0939
665.2586,354.7288
662.9248,357.0602
663.1483,356.5941
664.4007,351.2055
663.8339,356.6955
665.817,358.5403
661.6014,332.6149
662.253,337.6731
659.9681,358.7709
665.4025,370.9439
662.5399,350.8281
667.5102,357.4391
663.867,365.454
662.4965,361.0703
664.4075,333.7648
664.2108,352.4177
665.2483,372.3413
665.4211,345.4939
659.9526,357.9092
664.442,357.3593
662.2885,326.8018
661.4777,344.5122
661.2014,374.0776
660.3042,351.5906
662.793,357.8428
662.3163,350.9582
664.8496,374.1403
660.0451,344.3557
659.5929,357.4294
662.8953,366.322
664.1038,367.3531
660.6104,380.5901
663.9612,369.1899
666.9655,356.1346
664.617,363.1547
661.997,357.1574
661.2918,347.7331
662.7443,348.214
660.976,345.6733
661.5188,351.5577
659.0089,353.1955
662.8756,351.7018
655.9761,353.102
657.2928,341.2355
658.1146,359.4134
661.3507,350.6317
667.2861,375.4807
658.5461,368.949
660.6537,365.925
662.324,364.6428
658.9759,357.3125
659.1363,367.3648
661.7583,369.3429
658.7249,363.4148
656.0647,357.3303
660.4235,376.0116
657.0944,362.6054
663.4212,359.8018
658.7641,361.3074
662.9502,368.0328
660.8715,373.7836
661.7736,371.6022
670.8535,364.6065
677.9332,325.2971
697.5466,312.9401
715.9907,304.9682
732.3443,294.7781
740.5814,291.1464
748.2565,281.2274
752.1732,279.9139
759.0625,274.0338
762.6863,275.8771
758.0156,275.619
757.4509,279.2335
757.5473,283.9784
752.3544,279.2958
757.205,276.4984
758.5583,277.1028
760.028,278.4953
760.0001,278.2636
755.3761,278.7628
757.9713,279.1239
760.3984,278.9491
758.664,281.7518
759.7454,277.2028
759.8503,280.4844
762.5672,276.42
762.4701,278.8288
760.2096,280.6548
760.052,279.0608
761.776,278.9461
761.6988,278.0446
764.6116,277.9338
760.1542,281.1674
762.2047,279.3612
758.7026,279.7392
767.7054,273.9775
762.6488,273.8537
761.6193,273.5071
758.0328,276.8954
762.4994,271.2729
764.2448,281.8644
763.3271,282.5534
760.0065,277.2655
737.6364,256.6023
735.4234,266.4399
737.2806,255.1509
735.7497,260.7324
739.2063,262.0379
735.8196,262.9087
737.124,260.0678
740.352,258.4911
738.2715,261.4269
739.4398,261.3478
737.6792,261.5413
740.1682,264.0412
740.8041,258.4131
741.1076,265.1057
737.6443,264.655
740.1587,263.5943
738.0229,260.3067
741.9867,264.4335
741.9026,260.9922
736.814,267.6334
738.765,261.7408
745.1086,261.2446
740.5114,264.5977
739.9967,262.678
740.7545,264.1273
743.706,266.0457
743.6695,261.9535
747.1795,256.814
741.541,262.0937
743.0697,264.7434
742.6649,262.628
744.2373,261.0081
742.7306,265.6136
740.462,264.6306
741.2247,263.4385
742.0768,257.5714
742.0665,266.6066
742.4089,266.9712
744.2629,263.4121
741.1286,265.8942
745.7199,262.0768
742.5035,262.2882
742.6186,261.9992
742.5094,262.238
743.105,271.1186
745.4665,264.4868
740.6443,265.7469
742.8859,268.2076
744.5697,261.7113
745.7886,260.9991
744.4845,266.487
744.1511,264.0174
741.8795,262.2973
744.4088,263.4919
742.8077,268.3529
744.5635,268.499
744.0166,266.9503
746.6587,263.7473
747.8768,268.8868
740.9016,264.3173
741.2305,268.3495
739.1332,265.107
742.9254,263.1643
742.4766,267.3659
743.2117,266.0296
742.9698,266.6486
742.961,266.5443
742.51,268.8865
743.2089,264.781
744.7445,267.2823
744.9363,268.6289
741.8471,267.9669
746.9825,266.8919
747.0363,263.6902
742.8857,264.0717
746.1961,263.2316
746.077,266.2755
743.1555,270.2438
746.1391,265.0834
742.9537,261.1898
743.8282,263.6492
741.7067,269.5468
744.6931,266.269
741.5876,266.0071
742.7194,266.4761
740.22,265.7984
742.5731,270.2073
746.7439,265.7159
744.1651,260.9122
742.0526,271.5535
744.0351,263.7202
742.6754,263.0824
745.2042,265.2367
743.6111,272.0308
745.9415,265.7223
749.1261,270.5659
742.9734,271.1237
744.6222,262.4048
748.1234,265.5833
746.4618,260.9401
746.3269,263.6908
747.5241,263.565
746.9363,264.7035
744.8942,266.5705
740.841,262.9729
744.5784,265.0262
746.7566,263.9807
746.4141,261.4176
741.9228,264.9082
744.7343,262.2072
741.0605,271.352
741.5182,267.003
741.7379,266.0433
746.6931,260.721
744.3676,261.8813
746.5087,263.2072
742.2464,262.277
743.8766,264.4474
741.3259,261.6298
742.8252,264.92
732.5696,267.5064
713.9587,270.6103
688.8508,277.9499
663.1568,275.8319
652.5168,281.0684
651.8416,282.7709
661.7409,293.5001
668.3243,300.1818
677.3876,309.6693
668.6176,318.7831
671.0003,330.0081
671.2776,337.2427
666.093,342.1095
661.7473,356.6245
658.1606,384.3022
655.7856,366.4528
663.8268,375.1682
654.5821,369.7112
659.9859,378.614
656.1785,383.5692
659.8525,378.9458
660.462,367.1556
664.6723,374.8233
664.5743,384.3226
664.7534,377.7742
667.8422,386.2043
666.4477,385.0348
665.6504,376.687
665.253,387.8068
663.4342,399.1123
666.8725,369.282
666.3589,381.8767
662.1945,392.0892
661.4997,369.3261
663.4695,371.5294
664.6907,372.8374
666.0651,390.3283
664.3494,386.6306
657.967,378.2448
665.2331,389.6761
666.8515,376.1944
657.9458,365.2625
663.7551,377.1403
665.2398,359.5847
663.1143,382.24
664.1073,381.3812
663.3308,364.1965
659.9007,359.1484
668.1813,380.9227
659.8695,349.4781
662.2513,361.1264
663.0972,363.4748
666.795,359.5134
660.67,343.5434
661.2252,362.0844
662.5848,366.7602
665.0963,376.2948
667.8078,364.5058
664.03,336.9694
663.8835,352.8924
662.1615,377.1533
661.7432,373.1183
660.8067,358.3159
660.9805,368.0213
660.6442,357.9508
660.8147,372.8053
660.6053,350.6228
664.3971,373.5303
667.245,382.328
665.5674,371.9899
667.5501,358.0847
667.4113,360.8713
663.8652,356.0241
669.2468,383.2412
671.5272,377.7404
670.7008,368.7153
670.0681,354.7014
666.8858,367.2856
670.9279,386.3889
669.1674,354.5576
670.5696,354.8143
665.6572,364.1202
669.6713,357.184
664.6778,369.5211
668.9655,382.3571
665.3753,369.2593
663.6483,356.5972
671.8209,379.5943
663.9571,357.2946
668.3253,360.5873
664.8647,355.5376
669.0409,360.0627
663.5877,336.7867
665.2645,372.3522
669.7919,360.4134
667.5386,341.9144
670.2982,363.5472
661.9293,345.711
668.6202,353.4185
670.4164,387.393
667.7162,384.2533
667.7698,374.4241
667.8919,368.0957
666.6387,347.6683
667.0922,370.1744
666.7212,375.939
669.1119,375.8543
669.1081,367.1901
671.5038,375.2614
661.8207,351.6219
671.9274,354.9016
668.1937,353.6455
669.46,356.1351
665.6879,358.1664
671.4795,367.3954
668.9377,338.4271
664.5712,357.8108
667.3209,350.5245
665.432,342.5446
668.3115,357.9101
663.9468,345.6406
