gaze_ts,worldFrame,confidence,world_gazeX,world_gazeY,ref_gazeX,ref_gazeY,mapped,number_matches
1703060759299.198,164.0,1.0,338.826375,194.58037499999998,246.005,285.316,1.0,158.0
1703060759305.543,164.0,1.0,332.68125,197.019,240.926,287.22,1.0,158.0
1703060759308.577,164.0,1.0,334.49174999999997,195.86475000000002,242.478,286.322,1.0,158.0
1703060759314.886,164.0,1.0,326.935125,196.0065,236.485,286.479,1.0,158.0
1703060759321.111,164.0,1.0,311.05275000000006,195.594375,223.658,286.258,1.0,158.0
1703060759324.1868,164.0,1.0,310.49137499999995,196.402125,223.099,286.897,1.0,158.0
1703060759330.513,164.0,1.0,326.578125,195.7365,236.231,286.272,1.0,158.0
1703060759335.136,164.0,1.0,323.83912499999997,195.08137499999998,234.115,285.782,1.0,158.0
1703060759339.932,164.0,1.0,340.20824999999996,189.30675,247.652,281.298,1.0,158.0
1703060759346.114,164.0,1.0,331.95674999999994,192.144,240.899,283.481,1.0,158.0
1703060759349.223,164.0,1.0,328.64625,197.76825,237.648,287.827,1.0,158.0
1703060759355.543,164.0,1.0,337.49212500000004,199.88325000000003,244.382,289.377,1.0,158.0
1703060759358.5789,164.0,1.0,348.90749999999997,193.8555,253.837,284.718,1.0,158.0
1703060759364.9128,164.0,1.0,335.19750000000005,199.911375,242.582,289.42,1.0,158.0
1703060759371.102,164.0,1.0,342.234375,194.904,248.609,285.544,1.0,158.0
1703060759374.512,166.0,1.0,348.080625,192.160875,298.138,275.047,1.0,181.0
1703060759380.586,166.0,1.0,339.798,191.17912499999997,291.176,273.985,1.0,181.0
1703060759384.0269,166.0,1.0,335.22675,190.641,287.302,273.397,1.0,181.0
1703060759389.835,166.0,1.0,339.12187500000005,195.51112500000002,290.191,277.392,1.0,181.0
1703060759396.075,166.0,1.0,342.053625,192.32362500000002,292.998,274.968,1.0,181.0
1703060759399.24,166.0,1.0,331.89337500000005,191.501625,284.342,273.961,1.0,181.0
1703060759405.7532,166.0,1.0,330.293625,193.395375,282.77,275.412,1.0,181.0
1703060759408.5608,166.0,1.0,325.62975,193.369875,278.709,275.229,1.0,181.0
1703060759414.862,166.0,1.0,324.88837500000005,185.932125,278.811,269.28,1.0,181.0
1703060759421.107,166.0,1.0,355.18987500000003,202.7205,303.221,283.601,1.0,181.0
1703060759424.191,166.0,1.0,342.6645,198.67499999999998,292.934,280.019,1.0,181.0
1703060759430.533,166.0,1.0,339.678375,198.079875,290.428,279.452,1.0,181.0
1703060759434.018,166.0,1.0,342.571875,187.86262499999998,293.849,271.473,1.0,181.0
1703060759440.805,166.0,1.0,337.666875,189.329625,289.523,272.448,1.0,181.0
1703060759446.134,166.0,1.0,338.69025,190.12724999999998,290.326,273.115,1.0,181.0
1703060759449.255,166.0,1.0,343.377,205.027125,292.957,285.104,1.0,181.0
1703060759455.461,166.0,1.0,341.82937499999997,205.572375,291.576,285.497,1.0,181.0
1703060759458.58,166.0,1.0,340.4538749999999,201.60299999999998,290.764,282.284,1.0,181.0
1703060759464.785,166.0,1.0,336.17287500000003,198.91049999999998,287.327,280.004,1.0,181.0
1703060759471.1218,166.0,1.0,343.691625,192.99037499999997,294.334,275.55,1.0,181.0
1703060759474.5989,166.0,1.0,342.104625,192.529125,293.023,275.132,1.0,181.0
1703060759480.4648,166.0,1.0,353.66775,202.58737499999998,301.947,283.452,1.0,181.0
1703060759483.662,166.0,1.0,337.34775,194.34525000000002,288.776,276.408,1.0,181.0
1703060759489.8628,166.0,1.0,349.410375,191.8605,299.289,274.857,1.0,181.0
1703060759496.095,166.0,1.0,354.505875,201.1155,302.782,282.312,1.0,181.0
1703060759499.427,166.0,1.0,342.207,197.747625,292.628,279.268,1.0,181.0
1703060759505.896,166.0,1.0,335.44537499999996,196.98375,286.883,278.444,1.0,181.0
1703060759508.6,166.0,1.0,342.93037499999997,195.6705,293.439,277.644,1.0,181.0
1703060759514.994,166.0,1.0,349.4025,193.78574999999998,299.112,276.37,1.0,181.0
1703060759521.118,166.0,1.0,347.977125,192.507375,298.019,275.316,1.0,181.0
1703060759524.1968,166.0,1.0,327.818625,200.638125,279.892,281.128,1.0,181.0
1703060759530.528,166.0,1.0,335.314125,196.459875,286.82,278.022,1.0,181.0
1703060759535.0688,166.0,1.0,319.104,215.475,270.644,292.959,1.0,181.0
1703060759539.843,166.0,1.0,321.21524999999997,217.72162500000002,272.291,294.854,1.0,181.0
1703060759549.2449,166.0,1.0,334.705875,202.07550000000003,285.752,282.491,1.0,181.0
1703060759555.494,166.0,1.0,321.96,197.65125,275.052,278.54,1.0,181.0
1703060759558.57,166.0,1.0,315.89887500000003,212.702625,268.072,290.605,1.0,181.0
1703060759564.801,166.0,1.0,318.9615,206.101875,271.515,285.288,1.0,181.0
1703060759574.241,168.0,1.0,333.52200000000005,203.763,291.638,284.253,1.0,176.0
1703060759580.509,168.0,1.0,338.97825,214.982625,295.477,292.538,1.0,176.0
1703060759583.868,168.0,1.0,348.748875,207.67987499999998,302.508,288.033,1.0,176.0
1703060759589.825,168.0,1.0,335.302875,201.88275000000002,292.947,283.062,1.0,176.0
1703060759596.121,168.0,1.0,347.795625,198.13125000000002,301.875,281.355,1.0,176.0
1703060759599.472,168.0,1.0,334.74224999999996,205.903875,292.499,285.843,1.0,176.0
1703060759605.542,168.0,1.0,328.205625,202.54762499999998,287.779,283.019,1.0,176.0
1703060759608.7397,168.0,1.0,327.931875,215.163375,287.396,291.968,1.0,176.0
1703060759614.911,168.0,1.0,347.9835,214.17637499999998,301.939,292.531,1.0,176.0
1703060759621.115,168.0,1.0,346.812,211.14037500000003,301.121,290.325,1.0,176.0
1703060759624.206,168.0,1.0,347.6625,208.548,301.736,288.566,1.0,176.0
1703060759630.5688,168.0,1.0,337.74525,210.55725,294.625,289.326,1.0,176.0
1703060759634.8418,168.0,1.0,315.801375,211.89037500000003,278.392,288.815,1.0,176.0
1703060759639.817,168.0,1.0,334.032,215.72175000000001,291.873,292.754,1.0,176.0
1703060759646.135,168.0,1.0,310.354875,217.87050000000002,274.112,292.801,1.0,176.0
1703060759649.471,168.0,1.0,305.13075000000003,204.816,270.44,282.955,1.0,176.0
1703060759655.492,168.0,1.0,320.05424999999997,208.192125,281.659,286.449,1.0,176.0
1703060759658.56,168.0,1.0,317.73375,214.892625,279.788,291.113,1.0,176.0
1703060759664.805,168.0,1.0,317.424375,204.278625,279.769,283.468,1.0,176.0
1703060759671.242,168.0,1.0,321.19425,221.050125,282.276,295.799,1.0,176.0
1703060759675.1619,168.0,1.0,328.07849999999996,215.35237500000002,287.502,292.113,1.0,176.0
1703060759680.72,168.0,1.0,324.414,227.115,284.589,300.414,1.0,176.0
1703060759683.833,168.0,1.0,315.715125,222.08849999999998,278.11,296.224,1.0,176.0
1703060759689.7852,168.0,1.0,316.11712500000004,216.105,278.542,291.886,1.0,176.0
1703060759696.107,168.0,1.0,330.35699999999997,214.57350000000002,289.193,291.7,1.0,176.0
1703060759699.168,168.0,1.0,326.52862500000003,210.279,286.432,288.382,1.0,176.0
1703060759705.4868,168.0,1.0,330.223875,222.41250000000002,288.99,297.328,1.0,176.0
1703060759708.619,168.0,1.0,322.54275,221.58450000000002,283.279,296.27,1.0,176.0
1703060759715.108,168.0,1.0,316.936875,218.34262499999997,279.116,293.565,1.0,176.0
1703060759721.867,168.0,1.0,308.766,207.88275000000002,273.143,285.432,1.0,176.0
1703060759724.17,168.0,1.0,320.12175,209.668125,281.682,287.511,1.0,176.0
1703060759730.763,168.0,1.0,311.710125,210.75637500000002,275.317,287.716,1.0,176.0
1703060759733.7349,168.0,1.0,311.7525,212.359875,275.311,288.88,1.0,176.0
1703060759740.124,168.0,1.0,311.59725000000003,200.54737500000002,275.468,280.376,1.0,176.0
1703060759746.1948,168.0,1.0,315.75637500000005,215.98875,278.271,291.779,1.0,176.0
1703060759749.4348,168.0,1.0,307.547625,201.877875,272.365,281.022,1.0,176.0
1703060759755.53,168.0,1.0,311.1195,196.373625,275.205,277.371,1.0,176.0
1703060759758.781,168.0,1.0,298.578375,221.05125,264.877,294.392,1.0,176.0
1703060759764.809,168.0,1.0,320.728125,219.6525,281.951,294.755,1.0,176.0
1703060759771.168,168.0,1.0,311.74575,213.52349999999998,275.279,289.724,1.0,176.0
1703060759774.5898,170.0,1.0,317.57174999999995,214.41599999999997,316.923,292.021,1.0,212.0
1703060759780.5178,170.0,1.0,312.406875,213.63975000000002,312.771,290.865,1.0,212.0
1703060759785.28,170.0,1.0,311.143875,210.87037500000002,311.976,288.546,1.0,212.0
1703060759789.923,170.0,1.0,323.040375,198.460125,322.602,280.202,1.0,212.0
1703060759796.0781,170.0,1.0,313.67025,209.047875,314.195,287.386,1.0,212.0
1703060759799.492,170.0,1.0,318.928875,208.16699999999997,318.535,287.263,1.0,212.0
1703060759805.4731,170.0,1.0,314.46525,210.19724999999997,314.746,288.373,1.0,212.0
1703060759808.584,170.0,1.0,300.195,209.437875,303.074,286.227,1.0,212.0
1703060759814.878,170.0,1.0,311.374875,211.129875,312.142,288.775,1.0,212.0
1703060759821.121,170.0,1.0,318.25837499999994,203.127375,318.402,283.271,1.0,212.0
1703060759824.177,170.0,1.0,308.096625,207.91687500000003,309.736,285.894,1.0,212.0
1703060759830.5369,170.0,1.0,304.55662499999994,209.928375,306.642,287.091,1.0,212.0
1703060759836.813,170.0,1.0,307.8825,211.369875,309.254,288.589,1.0,212.0
1703060759839.82,170.0,1.0,317.72775,200.235375,318.209,280.977,1.0,212.0
1703060759846.1719,170.0,1.0,303.76425,200.17312499999997,306.874,279.358,1.0,212.0
1703060759849.609,170.0,1.0,317.418,203.73749999999998,317.675,283.652,1.0,212.0
1703060759855.48,170.0,1.0,313.608375,203.1105,314.646,282.746,1.0,212.0
1703060759862.5852,170.0,1.0,307.24575,195.80474999999998,310.106,276.372,1.0,212.0
1703060759864.8179,170.0,1.0,296.824875,195.66074999999998,301.582,275.053,1.0,212.0
1703060759871.126,170.0,1.0,309.207375,188.971125,312.283,271.36,1.0,212.0
1703060759874.189,170.0,1.0,297.651375,196.12574999999998,302.22,275.51,1.0,212.0
1703060759880.65,170.0,1.0,308.08462499999996,209.611125,309.577,287.224,1.0,212.0
1703060759886.809,170.0,1.0,318.49387499999995,212.53312499999998,317.827,290.636,1.0,212.0
1703060759889.802,170.0,1.0,303.78,216.82649999999998,305.364,292.484,1.0,212.0
1703060759896.0918,170.0,1.0,317.129625,203.49375,317.462,283.431,1.0,212.0
1703060759899.166,170.0,1.0,318.13837500000005,201.59325,318.43,282.071,1.0,212.0
1703060759905.688,170.0,1.0,304.20449999999994,199.38299999999998,307.306,278.794,1.0,212.0
1703060759911.893,170.0,1.0,302.845125,212.24775000000002,305.012,288.741,1.0,212.0
1703060759914.839,170.0,1.0,302.153625,206.62349999999998,304.959,284.223,1.0,212.0
1703060759921.31,170.0,1.0,307.817625,215.86762500000003,308.799,292.146,1.0,212.0
1703060759924.9749,170.0,1.0,322.56225,199.45762499999998,322.144,280.915,1.0,212.0
1703060759930.503,170.0,1.0,302.817,194.57775,306.604,274.913,1.0,212.0
1703060759936.9622,170.0,1.0,307.325625,199.56374999999997,309.841,279.289,1.0,212.0
1703060759939.945,170.0,1.0,317.86199999999997,207.844125,317.699,286.896,1.0,212.0
1703060759946.145,170.0,1.0,313.84200000000004,206.671875,314.536,285.545,1.0,212.0
1703060759949.243,170.0,1.0,318.6555000000001,210.03674999999998,318.162,288.695,1.0,212.0
1703060759955.488,170.0,1.0,314.03775,210.758625,314.35,288.768,1.0,212.0
1703060759961.814,170.0,1.0,307.70399999999995,218.9985,308.423,294.629,1.0,212.0
1703060759965.215,170.0,1.0,306.29925000000003,217.99162500000003,307.35,293.678,1.0,212.0
1703060759971.1528,170.0,1.0,301.26974999999993,206.84962500000003,304.207,284.303,1.0,212.0
1703060759974.213,172.0,1.0,329.172375,204.140625,339.059,296.793,1.0,227.0
1703060759980.734,172.0,1.0,312.262125,208.432875,326.244,297.798,1.0,227.0
1703060759986.997,172.0,1.0,316.11674999999997,207.793125,329.214,297.799,1.0,227.0
1703060759989.803,172.0,1.0,315.4545,210.66262500000002,328.775,299.704,1.0,227.0
1703060759996.125,172.0,1.0,320.74125,211.30125,332.876,300.743,1.0,227.0
1703060759999.222,172.0,1.0,334.026,212.531625,343.045,303.063,1.0,227.0
1703060760005.679,172.0,1.0,340.83487499999995,218.80949999999999,348.454,308.138,1.0,227.0
1703060760011.778,172.0,1.0,325.17150000000004,219.79874999999998,336.563,307.157,1.0,227.0
1703060760014.942,172.0,1.0,320.05424999999997,211.83412499999997,332.363,301.034,1.0,227.0
1703060760021.13,172.0,1.0,317.748,219.51074999999997,330.794,306.148,1.0,227.0
1703060760024.274,172.0,1.0,313.55925,223.82925000000003,327.62,308.762,1.0,227.0
1703060760035.877,172.0,1.0,314.62612500000006,214.40025,328.225,302.212,1.0,227.0
1703060760036.7869,172.0,1.0,315.948375,213.92475000000002,329.242,302.028,1.0,227.0
1703060760039.779,172.0,1.0,301.43850000000003,207.65400000000002,317.75,296.003,1.0,227.0
1703060760046.078,172.0,1.0,301.6485,220.37025,318.083,304.98,1.0,227.0
1703060760049.653,172.0,1.0,313.72275,219.85012500000002,327.652,305.948,1.0,227.0
1703060760055.924,172.0,1.0,317.60775,208.95075,330.395,298.766,1.0,227.0
1703060760061.804,172.0,1.0,317.716875,209.61937500000002,330.498,299.239,1.0,227.0
1703060760064.817,172.0,1.0,319.62375000000003,212.63362500000002,332.054,301.541,1.0,227.0
1703060760071.136,172.0,1.0,318.496125,227.199,331.599,311.705,1.0,227.0
1703060760074.153,172.0,1.0,309.580875,221.379375,324.419,306.579,1.0,227.0
1703060760080.47,172.0,1.0,305.5695,211.518375,321.066,299.172,1.0,227.0
1703060760086.7249,172.0,1.0,299.563125,211.29975,316.307,298.326,1.0,227.0
1703060760090.0889,172.0,1.0,312.026625,218.289375,326.282,304.656,1.0,227.0
1703060760096.0908,172.0,1.0,290.2425,218.23387499999998,308.856,302.161,1.0,227.0
1703060760099.18,172.0,1.0,321.9135,197.43150000000003,333.355,291.437,1.0,227.0
1703060760107.9639,172.0,1.0,306.1905,219.96187500000002,321.701,305.195,1.0,227.0
1703060760111.742,172.0,1.0,291.675,221.92612499999998,310.035,304.978,1.0,227.0
1703060760114.816,172.0,1.0,296.6865,218.65275,314.077,303.196,1.0,227.0
1703060760122.3591,172.0,1.0,302.994,200.86425,318.882,291.516,1.0,227.0
1703060760124.195,172.0,1.0,298.32562499999995,205.92974999999998,315.268,294.442,1.0,227.0
1703060760130.6719,172.0,1.0,294.83587500000004,204.168375,312.485,292.808,1.0,227.0
1703060760136.736,172.0,1.0,306.48487500000005,216.00637500000002,321.865,302.425,1.0,227.0
1703060760139.831,172.0,1.0,317.58450000000005,210.158625,330.41,299.597,1.0,227.0
1703060760146.107,172.0,1.0,319.524,211.00424999999998,331.93,300.4,1.0,227.0
1703060760149.342,172.0,1.0,326.27475000000004,208.702125,337.026,299.574,1.0,227.0
1703060760161.728,172.0,1.0,319.453875,242.58225,332.819,323.055,1.0,227.0
1703060760164.89,172.0,1.0,309.01874999999995,218.156625,323.909,304.228,1.0,227.0
1703060760171.1328,172.0,1.0,315.62587499999995,218.3475,329.105,305.095,1.0,227.0
1703060760174.344,174.0,1.0,314.21625,220.333875,345.654,311.868,1.0,219.0
1703060760180.478,174.0,1.0,316.9785,215.350875,348.112,308.335,1.0,219.0
1703060760186.71,174.0,1.0,322.22437499999995,211.38037500000002,352.469,306.015,1.0,219.0
1703060760191.7178,174.0,1.0,322.686,221.67337500000002,352.421,314.193,1.0,219.0
1703060760196.083,174.0,1.0,310.30800000000005,210.16087499999998,342.999,303.247,1.0,219.0
1703060760199.189,174.0,1.0,311.568,211.68112499999998,343.937,304.63,1.0,219.0
1703060760205.406,174.0,1.0,305.7195,217.27724999999998,338.905,308.154,1.0,219.0
1703060760211.742,174.0,1.0,302.31525,203.721375,336.901,296.998,1.0,219.0
1703060760214.8218,174.0,1.0,317.32575,213.31574999999998,348.482,306.788,1.0,219.0
1703060760224.1821,174.0,1.0,299.71875,212.22375,334.297,303.231,1.0,219.0
1703060760230.4478,174.0,1.0,308.488125,213.166875,341.376,305.325,1.0,219.0
1703060760236.718,174.0,1.0,301.48575,214.89075000000003,335.583,305.612,1.0,219.0
1703060760239.827,174.0,1.0,307.294875,208.26112500000002,340.67,301.3,1.0,219.0
1703060760246.167,174.0,1.0,305.454375,217.245375,338.691,308.088,1.0,219.0
1703060760249.25,174.0,1.0,309.718875,205.777875,342.746,299.747,1.0,219.0
1703060760255.439,174.0,1.0,303.47024999999996,226.43774999999997,336.538,315.17,1.0,219.0
1703060760261.9321,174.0,1.0,306.406875,212.797875,339.709,304.716,1.0,219.0
1703060760264.8882,174.0,1.0,301.48087499999997,212.1825,335.738,303.472,1.0,219.0
1703060760271.138,174.0,1.0,310.431375,217.979625,342.702,309.426,1.0,219.0
1703060760274.1719,174.0,1.0,308.131875,222.68062500000002,340.582,312.835,1.0,219.0
1703060760280.4338,174.0,1.0,306.63300000000004,216.316125,339.702,307.53,1.0,219.0
1703060760286.7788,174.0,1.0,319.06949999999995,241.4175,348.63,329.741,1.0,219.0
1703060760289.791,174.0,1.0,318.15975000000003,222.501375,348.742,314.185,1.0,219.0
1703060760296.7297,174.0,1.0,324.90412499999996,218.127,354.335,311.709,1.0,219.0
1703060760299.2341,174.0,1.0,311.897625,215.22374999999997,344.028,307.466,1.0,219.0
1703060760305.565,174.0,1.0,307.47112500000003,213.56737500000003,340.531,305.485,1.0,219.0
1703060760311.754,174.0,1.0,320.201625,218.79225,350.548,311.536,1.0,219.0
1703060760314.8198,174.0,1.0,336.7425,217.24687500000002,363.726,312.761,1.0,219.0
1703060760321.486,174.0,1.0,342.50362499999994,216.829875,368.24,313.275,1.0,219.0
1703060760324.233,174.0,1.0,336.061125,219.20999999999998,363.134,314.204,1.0,219.0
1703060760330.55,174.0,1.0,346.07625,218.18437500000002,370.988,314.853,1.0,219.0
1703060760336.748,174.0,1.0,317.767125,212.73899999999998,348.86,306.402,1.0,219.0
1703060760339.832,174.0,1.0,313.16062500000004,206.832,345.449,301.096,1.0,219.0
1703060760347.002,174.0,1.0,306.315375,203.02912499999996,340.159,297.092,1.0,219.0
1703060760349.241,174.0,1.0,330.8553749999999,233.59575,358.536,324.972,1.0,219.0
1703060760355.6301,174.0,1.0,315.16200000000003,227.85037499999999,346.062,318.046,1.0,219.0
1703060760362.391,174.0,1.0,313.0845,216.08437500000002,344.944,308.326,1.0,219.0
1703060760364.938,174.0,1.0,306.219375,216.339,339.364,307.485,1.0,219.0
1703060760371.1182,174.0,1.0,292.47075,231.32625,327.046,317.521,1.0,219.0
1703060760374.196,176.0,1.0,302.307,210.128625,349.604,311.789,1.0,195.0
1703060760380.907,176.0,1.0,297.765375,222.051,346.429,319.73,1.0,195.0
1703060760386.728,176.0,1.0,296.01225,227.87924999999998,345.243,323.817,1.0,195.0
1703060760390.081,176.0,1.0,308.90212499999996,210.00262499999997,355.183,313.054,1.0,195.0
1703060760396.0908,176.0,1.0,310.429875,212.52525,356.654,315.22,1.0,195.0
1703060760399.47,176.0,1.0,309.154875,200.87099999999998,354.766,306.502,1.0,195.0
1703060760405.4111,176.0,1.0,311.847,205.10325,357.314,310.094,1.0,195.0
1703060760411.733,176.0,1.0,313.82025000000004,214.334625,359.657,317.251,1.0,195.0
1703060760414.834,176.0,1.0,312.05925,222.156375,358.751,322.748,1.0,195.0
1703060760423.2358,176.0,1.0,322.548375,215.31712499999998,367.101,319.756,1.0,195.0
1703060760424.205,176.0,1.0,289.16474999999997,223.35637499999999,339.012,318.936,1.0,195.0
1703060760430.575,176.0,1.0,293.9385,214.570125,342.704,313.331,1.0,195.0
1703060760436.75,176.0,1.0,281.0205,211.88099999999997,331.423,308.645,1.0,195.0
1703060760439.821,176.0,1.0,302.673,229.48274999999998,351.16,326.427,1.0,195.0
1703060760446.572,176.0,1.0,302.20425,209.10337500000003,349.453,311.018,1.0,195.0
1703060760449.2659,176.0,1.0,309.974625,190.58175,354.749,299.421,1.0,195.0
1703060760455.4429,176.0,1.0,304.681875,203.69137500000002,351.206,307.604,1.0,195.0
1703060760462.036,176.0,1.0,303.71662499999996,204.19537499999998,350.426,307.768,1.0,195.0
1703060760464.8188,176.0,1.0,305.55600000000004,202.456875,351.861,306.897,1.0,195.0
1703060760471.105,176.0,1.0,309.64500000000004,218.46712499999998,356.414,319.476,1.0,195.0
1703060760474.2048,176.0,1.0,305.746875,201.93487500000003,351.987,306.562,1.0,195.0
1703060760480.584,176.0,1.0,302.7615,197.892,349.235,303.066,1.0,195.0
1703060760486.7268,176.0,1.0,292.217625,211.573875,341.069,310.76,1.0,195.0
1703060760489.7852,176.0,1.0,303.08549999999997,204.7305,349.927,308.024,1.0,195.0
1703060760496.095,176.0,1.0,297.21562500000005,212.36399999999998,345.396,312.379,1.0,195.0
1703060760499.1812,176.0,1.0,303.202125,198.249,349.625,303.41,1.0,195.0
1703060760505.483,176.0,1.0,301.37475000000006,213.775125,349.036,314.281,1.0,195.0
1703060760511.821,176.0,1.0,307.599375,202.159125,353.553,307.104,1.0,195.0
1703060760514.856,176.0,1.0,300.376125,202.32412499999998,347.499,305.733,1.0,195.0
1703060760521.143,176.0,1.0,301.702875,203.55112499999998,348.69,306.889,1.0,195.0
1703060760527.747,176.0,1.0,309.86175000000003,196.742625,355.073,303.714,1.0,195.0
1703060760530.482,176.0,1.0,308.385375,203.776875,354.321,308.428,1.0,195.0
1703060760539.774,176.0,1.0,296.99775,210.96450000000002,345.13,311.304,1.0,195.0
1703060760541.8838,176.0,1.0,298.203375,200.64525,345.573,304.082,1.0,195.0
1703060760546.185,176.0,1.0,303.78112500000003,201.7245,350.325,306.006,1.0,195.0
1703060760552.705,176.0,1.0,294.60075,209.98462499999997,343.028,310.088,1.0,195.0
1703060760555.445,176.0,1.0,298.445625,203.15699999999998,345.919,305.931,1.0,195.0
1703060760564.875,176.0,1.0,304.880625,204.49537500000002,351.424,308.225,1.0,195.0
1703060760571.0999,176.0,1.0,302.16112499999997,211.303875,349.553,312.621,1.0,195.0
1703060760577.375,178.0,1.0,309.16425,198.004125,365.893,301.773,1.0,170.0
1703060760580.754,178.0,1.0,307.467375,196.440375,364.617,300.332,1.0,170.0
1703060760586.7148,178.0,1.0,308.380875,194.82037499999998,365.519,299.342,1.0,170.0
1703060760589.822,178.0,1.0,307.94475,193.752375,365.249,298.495,1.0,170.0
1703060760596.0898,178.0,1.0,304.579125,191.895375,362.617,296.544,1.0,170.0
1703060760602.3508,178.0,1.0,307.184625,211.22175000000001,363.083,310.896,1.0,170.0
1703060760606.157,178.0,1.0,304.209,190.232625,362.456,295.289,1.0,170.0
1703060760611.725,178.0,1.0,308.25262499999997,196.25475,365.287,300.346,1.0,170.0
1703060760614.85,178.0,1.0,307.026375,192.6,364.586,297.5,1.0,170.0
1703060760621.1348,178.0,1.0,301.15575,194.098875,359.594,297.484,1.0,170.0
1703060760627.3538,178.0,1.0,309.94575000000003,194.42625,366.859,299.352,1.0,170.0
1703060760630.676,178.0,1.0,322.765125,204.96450000000002,376.749,309.422,1.0,170.0
1703060760636.741,178.0,1.0,313.79925,196.871625,369.872,301.835,1.0,170.0
1703060760639.868,178.0,1.0,310.3215,190.923375,367.478,296.909,1.0,170.0
1703060760646.622,178.0,1.0,308.19862500000005,192.79387499999999,365.544,297.856,1.0,170.0
1703060760652.416,178.0,1.0,317.588625,190.683,373.599,298.09,1.0,170.0
1703060760655.457,178.0,1.0,327.07387500000004,197.29049999999998,381.09,304.679,1.0,170.0
1703060760661.815,178.0,1.0,324.17062500000003,199.73962500000002,378.399,305.898,1.0,170.0
1703060760666.7678,178.0,1.0,315.11175,196.23975000000002,371.03,301.628,1.0,170.0
1703060760671.126,178.0,1.0,305.65462499999995,209.29762499999998,361.979,309.214,1.0,170.0
1703060760678.873,178.0,1.0,301.770375,196.60162499999998,359.881,299.383,1.0,170.0
1703060760680.435,178.0,1.0,312.705375,190.63649999999998,369.497,297.146,1.0,170.0
1703060760686.7048,178.0,1.0,312.71250000000003,197.68575,368.889,302.215,1.0,170.0
1703060760689.8088,178.0,1.0,319.25025,194.50350000000003,374.672,301.16,1.0,170.0
1703060760696.0981,178.0,1.0,319.89300000000003,196.432875,375.05,302.677,1.0,170.0
1703060760702.594,178.0,1.0,308.758875,204.79725,364.96,306.577,1.0,170.0
1703060760705.812,178.0,1.0,312.79275000000007,224.75699999999998,366.584,321.807,1.0,170.0
1703060760713.9558,178.0,1.0,307.9185,204.47662499999998,364.287,306.185,1.0,170.0
1703060760715.0269,178.0,1.0,311.621625,204.751125,367.357,307.096,1.0,170.0
1703060760721.081,178.0,1.0,322.176375,199.250625,376.743,305.157,1.0,170.0
1703060760727.3647,178.0,1.0,309.72037500000005,200.49224999999998,366.14,303.666,1.0,170.0
1703060760730.445,178.0,1.0,316.980375,203.98837500000002,371.93,307.583,1.0,170.0
1703060760736.731,178.0,1.0,311.46525,195.252375,368.056,300.23,1.0,170.0
1703060760739.8228,178.0,1.0,306.496125,200.14725,363.484,302.806,1.0,170.0
1703060760746.388,178.0,1.0,307.37212500000004,193.326,364.81,298.083,1.0,170.0
1703060760752.359,178.0,1.0,307.9785,187.4535,365.828,293.994,1.0,170.0
1703060760755.441,178.0,1.0,312.88275000000004,186.41737500000002,370.013,294.151,1.0,170.0
1703060760761.723,178.0,1.0,310.20525000000004,193.65637500000003,367.142,298.848,1.0,170.0
1703060760764.8572,178.0,1.0,320.224125,199.60387500000002,375.055,305.036,1.0,170.0
1703060760771.1638,178.0,1.0,315.091875,198.49687500000002,370.817,303.252,1.0,170.0
1703060760777.395,180.0,1.0,309.218625,194.778,385.699,293.845,1.0,174.0
1703060760780.4119,180.0,1.0,312.889875,193.59974999999997,389.332,293.832,1.0,174.0
1703060760786.7249,180.0,1.0,305.446875,198.018,381.489,295.365,1.0,174.0
1703060760789.8628,180.0,1.0,315.95137500000004,191.589,392.598,293.058,1.0,174.0
1703060760796.5571,180.0,1.0,307.58475000000004,194.71612500000003,384.219,293.417,1.0,174.0
1703060760802.3528,180.0,1.0,320.09212499999995,215.238,390.978,311.891,1.0,174.0
1703060760805.4321,180.0,1.0,314.250375,201.202125,388.825,299.824,1.0,174.0
1703060760811.752,180.0,1.0,306.60525,194.74124999999998,383.319,293.206,1.0,174.0
1703060760814.88,180.0,1.0,308.5725,195.508875,384.937,294.236,1.0,174.0
1703060760821.991,180.0,1.0,314.505375,186.812625,392.361,289.198,1.0,174.0
1703060760830.563,180.0,1.0,311.162625,193.256625,387.83,293.173,1.0,174.0
1703060760839.852,180.0,1.0,324.86625,195.248625,399.977,297.881,1.0,174.0
1703060760846.062,180.0,1.0,330.56175,189.22725,406.568,294.732,1.0,174.0
1703060760852.358,180.0,1.0,316.186125,191.35049999999998,392.868,292.937,1.0,174.0
1703060760857.3362,180.0,1.0,314.90962500000006,189.9495,392.017,291.603,1.0,174.0
1703060760861.801,180.0,1.0,310.04587499999997,193.058625,386.854,292.765,1.0,174.0
1703060760864.788,180.0,1.0,307.72349999999994,191.73225,385.042,291.244,1.0,174.0
1703060760871.384,180.0,1.0,307.14074999999997,204.13199999999998,381.595,300.333,1.0,174.0
1703060760877.98,180.0,1.0,302.450625,191.305125,380.341,289.704,1.0,174.0
1703060760880.463,180.0,1.0,302.886375,200.63512500000002,378.526,296.711,1.0,174.0
1703060760886.7441,180.0,1.0,299.11199999999997,195.259125,376.368,291.84,1.0,174.0
1703060760889.779,180.0,1.0,298.291875,191.319,376.563,288.751,1.0,174.0
1703060760896.0579,180.0,1.0,307.116,207.09824999999998,380.867,302.559,1.0,174.0
